comment,cleaned_comment
"Awalnya gw kirain menjamurnya konten murahan, yang dilakukan cewek2... KARENA mereka ""mudah"" dapat keuntungan finansial (dari endorse, viewer, iklan bawaan dari sosmed tsb). Ternyata malah tidak demikian ??


Tapi, gimana dgn aplikasi sejenis bigo ? Yg ngemis2 gift dsb?
Karena ada 1 cewek ngakunya dia bisa banyak duit (dulu gw percaya aja sih.. itu tahun 2018 kalo gak salah)

Dan pernah baca komentar dari 9gag.. yg katanya : kreator onlyfans dgn penonton terbanyak saja...sebenarnya penghasilannya kecil. Tapi, ntahlah...saya jg gak punya data validnya",kirain jamur konten murah yang laku cewek karena mereka mudah dapat untung finansial dari endorse viewer iklan bawa dari sosmed tsb malah tidak demikian gimana dgn aplikasi jenis bigo ngemis gift dsb cewek ngakunya dia bisa banyak duit dulu percaya aja sih itu tahun kalo gak salah pernah baca komentar dari gag kata kreator onlyfans dgn tonton banyak sajasebenarnya hasil kecil ntahlahsaya gak punya data valid
"bro, hat up, u got a new subscriber... keep it up",bro hat got new subscriber keep
Iya bg kon sexual bahkan berbau porn vieernya besar bahakan anak anak oun bisa mengakses masalahnya efek negatif nya yg bahaya dulu anak anak mana oernah kepikiran memperkosa sekarang oelaku pemerkosaan di palbang anak usia 8 tahun bersama teman teman nya bahkan bkan cmn memperkosa tapi mebunih korban nya dan oarah nya korban sama sekali bkan tipikal orang berdan dan sexi seperti yg di tin ton anak ank itu,kon sexual bahkan bau porn vieernya besar bahak anak anak oun bisa akses masalah efek negatif nya bahaya dulu anak anak mana oernah pikir perkosa sekarang oelaku perkosa palbang anak usia tahun sama teman teman nya bahkan bkan cmn perkosa tapi mebunih korban nya dan oarah nya korban sama sekali bkan tipikal orang dan dan sexi seperti tin ton anak ank itu
"Kerja yang lain susah, mending kerja ngonten, apalagi konten seksual, mudah banget, walaupun belum tentu laku",yang lain susah mending kerja ngonten apalagi konten seksual mudah banget walaupun belum tentu laku
neuron activation orang indo sangat mudah terpancing ygy,neuron activation orang indo sangat mudah pancing ygy
Gw gak bisa berkata kata bang sumpah nih konten membantu banget ya pokok nya Very cool educational content good bang lanjutin terus konten kayak gini,gak bisa kata kata bang sumpah nih konten bantu banget pokok nya cool educational content good bang lanjutin terus konten kayak gin
bang bahas soal fenomena sound horeg. itu bentuk kemajuan atau kemunduran? atau hanya marketing,bang bahas soal fenomena sound horeg itu bentuk maju atau mundur atau hanya marketing
Zaman sekarang orang menurunkan harga diri untuk menaikkan gaya hidup,sekarang orang turun harga diri untuk naik gaya hidup
"Ada satu lagi bro, konten  yg mengandung ""Rage Formula/Baiting"" konten yg emang sengaja mancing emosi penonton. Ini juga salah satu konten yg gak guna tapi bnyak beredar saat ini utk naikin engagement. 😤",satu lagi bro konten kandung konten emang sengaja mancing emosi tonton juga salah satu konten gak guna tapi bnyak edar saat ini utk naikin engagement
"Salah satu alasan kelas menengah turun kelas
 Nyawer tiktok 😂😂😂",satu alas kelas tengah turun kelas tiktok
Ngomong berbau sek di orang lain sama aja kayak pelecehan lo.itu juga terjadi sama cewek.tapi cowok juga,bau sek orang lain sama aja kayak leceh loitu juga jadi sama cewektapi cowok juga
"Dulu ada istilah ""kamu adalah apa yang kamu makan"". Tapi sekarang ""kamu adalah apa yang kamu tonton""",istilah kamu adalah apa yang kamu makan sekarang kamu adalah apa yang kamu tonton
Gua umur segini ga install tiktok aja udah alhamdulillah.,umur gin install tiktok aja udah alhamdulillah
Semoga lembaga sensor negara diaktifkan 😂😂,lembaga sensor negara aktif
gw kecanduan konten lu bang🗿. apa itu bahaya🗿,candu konten bang apa itu bahaya
Pembahasan nya jelas banget mantap bang lanjutkan,nya jelas banget mantap bang lanjut
"Sudah tidak bisa dicegah, satu"" nya cara yaitu dengan tidak menonton nya",tidak bisa cegah satu nya cara yaitu dengan tidak tonton nya
"Dan yang ironisnya saat kita mengingatkan seperti yang dikatan konten ini, 
Sebagian besar penonton mereka akan berkata
""Yaelah kalau lu dikasih begituan jugaa mau kan? "" 😢",yang ironis saat kita ingat seperti yang dikatan konten ini besar tonton mereka akan kata kalau kasih begitu jugaa mau kan
"Percuma banget ngomongin orang² kek mereka bang, wong ada 1 konten kreator tikotok ada bareng emaknya yang udah keliatan lansia dan malah ngomong * biarin anak saya post joget², tapi dapat duit, daripada kalian yang komentar dapet apa?*🤣 
Bukti kalo bodoh itu gratis di indo bahkan ampe diborong ama 1 2 orang",banget ngomongin orang kek mereka bang wong konten kreator tikotok bareng emaknya yang udah liat lansia dan malah ngomong biarin anak saya post joget tapi dapat duit daripada kalian yang komentar dapet apa kalo bodoh itu gratis indo bahkan ampe borong ama orang
"Simpel aja konten erotis gampang ditemukan karena mudah di cari tinggal searching kalimat kalimat mesum. 
bahkan gak usah di cari pun di branda tik tok ig pasti bakal muncul di branda walau pun gak pernah cari itu konten 

Sementara itu konten edukasi pas di searching yg muncul konten motivator. 
Ini aja gue nemuin ini chanel gak sengaja pas lagi cari tutorial memperbaiki vga.",aja konten erotis gampang temu karena mudah cari tinggal searching kalimat kalimat mesum bahkan gak usah cari pun branda tik tok pasti bakal muncul branda walau pun gak pernah cari itu konten itu konten edukasi pas searching muncul konten motivator aja gue nemuin ini chanel gak sengaja pas lagi cari tutorial baik vga
"Betul bgt, hal seperti itulah yang mengikis literasi dan menimbulkan SDM Rendah 👎",bgt hal seperti itu yang kikis literasi dan timbul sdm
Ketika uang mengalahkan segalanya,uang kalah segala
Setuju bgt bg,bgt
"lu keren bang, gw subscribe",keren bang subscribe
Kelihatan algoritma penelusuran 😅,algoritma telusur
"narasi, voice over, editing derill top G. W konten",narasi voice over editing derill top konten
"platform rekrut talent,dan buat fyp talent mereka. semua medsos marketingnya pasti gtu pola nya. terakhir gw notice instagram thread. sllu wanita dan ekspolitasi mereka.",platform rekrut talentdan buat fyp talent mereka semua medsos marketingnya pasti gtu pola nya akhir notice instagram thread sllu wanita dan ekspolitasi mereka
"Good content brother, keep it up making high quality content! gw subscribe lu",content brother keep making high quality content subscribe
Gak erotis gak makan 😂,erotis gak makan
i support u,support
"Bang gue sangat respect dengan content anda sangat mengedukasi 
Semangat terus banggg",gue sangat respect dengan content anda sangat edukasi terus bangg
emang Tiktod itu sosmed SMD rendah 😂,emang itu sosmed smd rendah
7:27 apakah itu gen Alpha,apakah itu gen
bg Ghibran semangat untuk ngedit video ini,semangat untuk ngedit video ini
Di zaman ini masih waras adalah berkah😂,zaman ini masih waras adalah berkah
"Biasa Bang orang-orang Nonton video seksi , Untuk Coli",orangorang video seksi
"Next , bagus",bagus
"Syukurlah orang jaman sekarang udah ada sadar.

Gw dulu udah nyadar bahaya hal tersebut dan udah gw sampaikan lewat medsos, yang gw dapetin cuma denial denial dan denial",orang jaman sekarang udah sadar dulu udah nyadar bahaya hal sebut dan udah sampai lewat medsos yang dapetin cuma denial denial dan denial
Sumpah bener banget ini. Cewe zaman sekarang cuma objek seksual di media sosial,bener banget ini zaman sekarang cuma objek seksual media sosial
Lu gausah bingung bro. Manusia itu binatang yg otaknya lebih berkembang aja ketimbang binatang,gausah bingung bro itu binatang otak lebih kembang aja ketimbang binatang
Ya itu udah menggambarkan Kualitas SDM kita,itu udah gambar sdm kita
"Keren lu bang , orng cerdas 👍",bang orng cerdas
betuull bang..auto subcribe😊,betuull bangauto subcribe
"Intinya konsisten dan paham cara mengemas konten, mau erotis atau edukasi. 
Kalo di U.S konten seksuil pun bisa jadi konten edukasi yang penting pinter cara mengemas nya aja dan delivery ke audience nya seperti apa..",konsisten dan paham cara emas konten mau erotis atau edukasi konten seksuil pun bisa jadi konten edukasi yang penting pinter cara emas nya aja dan delivery audience nya seperti apa
"Baru lewat diberanda, nemu chanel bagus lagi aja nih. Btw lu admin chanel duzzle atau beda org? soalnya mirip bgt suaranya sama tuh chanel",lewat beranda nemu chanel bagus lagi aja nih admin chanel duzzle atau beda org soal mirip bgt suara sama tuh chanel
"Konsepnya sama aja cowo2 pamer body berotot setelah nge gym, di media sosial banyak tuh.",sama aja cowo pamer body otot telah nge gym media sosial banyak tuh
IQ lu tinggi bang,tinggi bang
Kok kayak pernah liat video ini ya.. reupload kah?? Saya nyari di watch history YouTube saya sebulan terakhir nggak nemu,kayak pernah liat video ini reupload kah nyari watch history youtube saya bulan akhir nggak nemu
ironi lagi mereka yang kek gitu dengan bangga nya menggunakan hijab! i dont know lahh 😶,ironi lagi mereka yang kek gitu dengan bangga nya guna hijab dont know lahh
jaman sekarang adalah jaman dimana Manusa dengan Sumber daya SAMPAH mendapatkan panggung ....dan heran nya banyak sekali pemggemar nya ... ya maklum.lah ..kontem kreator mya SAMPAH penggemar nya juga SAMPAH .. ibarat kata TAI ketemu dengan Lalat ... cocok,jaman sekarang adalah jaman mana dengan daya sampah dapat panggung dan heran nya banyak sekali pemggemar nya maklum kontem kreator mya sampah gemar nya juga sampah ibarat kata tai ketemu dengan cocok
"Alhamdulillah, gw udh dari 2020 lalu pas korona. Akhirnya bisa ngejauhin diri dari konsumsi konten² vulg4r kayak gitu. Jujur, setelah ngejauhi konten seperti itu, diri gw rasa rasanya lebih nyaman, bersih terus pikiran, lebih mudah buat berpikir kritis kalo liat permasalahan. Banyak dah manfaatnya. Banyak dari temen gw yang masih kecanduan ama konten yang gak senonoh kyk gitu. Gw udah berusaha ngedukasi mereka soal p0rn addiction sepaham gw. Ada yang ngerti ada juga yang gk peduli.  Tapi gw tetep berusaha ngejauh sejauuuuhhhh jauhnya dari konten2 sampah kayak gitu. 

Keren Bang videonya!! Harusnya yng trending itu konten² seperti ini 👍👍😁",udh dari lalu pas korona bisa ngejauhin diri dari konsumsi konten vulgr kayak gitu telah ngejauhi konten seperti itu diri rasa rasa lebih nyaman bersih terus pikir lebih mudah buat pikir kritis kalo liat masalah dah manfaat dari temen yang masih candu ama konten yang gak senonoh kyk gitu udah usaha ngedukasi mereka soal prn addiction paham yang ngerti juga yang peduli tetep usaha ngejauh sejauuhh jauh dari konten sampah kayak gitu video yng trending itu konten seperti ini
Bang lo fufufafa ye,fufufafa
Miris ya di bilang pemersatu bangsa 😂makanya sih gembul bilang ya pada intinya sebenarnya kita negara religius tapi suka berbau yang cabul,bilang satu bangsa makanya sih gembul bilang pada inti benar kita negara religius tapi suka bau yang cabul
"BANG KALAU BOLEH SIH GW MINTA TAMBAHAN DI PENUTUPAN YA MUNGKIN CUKUP DENGAN LATAR HITAM AJA TERUS CATATAN, BERAPA LAMA LU RISET KONTEN INI, RISET DIMANA AJA, NGEDIT NYA BERAPA LAMA JUGA BOLEH SUMBERNYA ALAT ALAT YANG LU PAKE JUGA MUNGKI ATAU TEAM SIAPA AJA",bang kalau boleh sih minta tambah tutup mungkin cukup dengan latar hitam aja terus catat berapa lama riset konten ini riset mana aja ngedit nya berapa lama juga boleh sumber alat alat yang pake juga mungki atau team siapa aja
Sehat sehat konten kreator edukatif 🥲,sehat konten kreator edukatif
Oran dak puya sekil juala koten  modal hp kkk sdm 0,dak puya sekil juala koten modal sdm
"Ada demand nya, ini big problem...  Ya ibarat 8 dari 10 orang, cuma 2 yg ga nontonin video cewe vulgar, dan kita semua tau mayoritas warga kita sangat damai kl bahasan atau pertunjukan hal hal sexual.. dan itu yg di manfaatkan para kontent kreator dan brand brand judi atau sejenisnya.",demand nya ini big problem ibarat dari orang cuma nontonin video cewe vulgar dan kita semua tau mayoritas warga kita sangat damai bahas atau tunjuk hal hal sexual dan itu manfaat para kontent kreator dan brand brand judi atau jenis
Bang Ghibran pengisi suara channel dari suara?🧐,isi suara channel dari suara
"Thankyouu bangg, konten lu selalu gw tunggu buat gw tonton, disela waktu luang gw yg lagi skripsian:)",bangg konten selalu tunggu buat tonton sela waktu luang lagi skripsi
"konten perlendiran itu salah 1 konten yang peminat nya banyak . aplgi laki laki :V . ya kalo dibaca dari jurnal jurnal penelitian , laki laki aja kalo cmn ngeliat belahan dada aja nih ya, apa kgk paha dah . neuron nya langsung aktif awowkkwkwkwkwkwkwk . maka nya terkadang w bingung , ini kenapa sih cewek pada pake pakaian sexy tp giliran di suilin , di grepeh mereka malah ngamuk . jujur aja w bingung ama kelakuan cewek , terus mereka ngatain cowok mesum lu otak mesum , tp giliran sebalik giliran cewek ngeliat cowok roti sobek terus di katain balik cewek mesum , mereka langsung koar koar seakan diri mereka g salah dan mau nya di normalisasi . dan aneh nya kalo di RL sesama cowok pasti saling ngerti kalo di bilang 'Otak mesum krn mereka ngeliat cewek pakaian sexy dan belahan dada nya kemana mana' (aneh nya cowok kalo di sosmed itu munafik klo soal ginian) . kalo cewek w sih g terlalu tau nih ya , aplgi jilboob itu , mana udah ada yang menganggap lonte syar'i lagi . hamdeh 

jalur mudah terkenal 
1. Perlendiran 
2. berbuat bodoh dan heboh , lalu minta maaf (lingkaran setan)

w jg bingung disini dibilang cowok salah ya salah , dibilang cewek salah ya salah .yang cowok nya berjuang keras menahan nafsu dan otak nya (neuron) , yang cewek nya lebih ke arah fashion dan trend terkini (karena cewek itu simbol keindahan) . dah lah pusing :v 
dan BTW kenapa juga ya PEMERSATU BANGSA di NEGARA ini selalu terkait dengan PORNO , ketika banyak orang berdebat dan tiba tiba ada orang jatohin LINK , mendadak damai itu :v",konten lendir itu salah konten yang minat nya banyak aplgi laki laki kalo baca dari jurnal jurnal teliti laki laki aja kalo cmn ngeliat bahan dada aja nih apa kgk paha dah neuron nya langsung aktif awowkkwkwkwkwkwkwk maka nya terkadang bingung ini kenapa sih cewek pada pake pakai sexy gilir suilin grepeh mereka malah ngamuk jujur aja bingung ama laku cewek terus mereka ngatain cowok mesum otak mesum gilir balik gilir cewek ngeliat cowok roti sobek terus katain balik cewek mesum mereka langsung koar koar akan diri mereka salah dan mau nya normalisasi dan aneh nya kalo sama cowok pasti saling ngerti kalo bilang mesum krn mereka ngeliat cewek pakai sexy dan bahan dada nya mana mana aneh nya cowok kalo sosmed itu munafik klo soal ginian kalo cewek sih terlalu tau nih aplgi jilboob itu mana udah yang anggap lonte syar lagi hamdeh jalur mudah kenal buat bodoh dan heboh lalu minta maaf lingkar setan bingung sini bilang cowok salah salah bilang cewek salah salah yang cowok nya juang keras tahan nafsu dan otak nya neuron yang cewek nya lebih arah fashion dan trend kini karena cewek itu simbol indah dah lah pusing dan btw kenapa juga satu bangsa negara ini selalu kait dengan porno ketika banyak orang debat dan tiba tiba orang jatohin link dadak damai itu
Tim tobrut parah,tobrut parah
akhirnya gw nemuin 1 alasan lagi untuk ga nginstall tiktok,akhir nemuin alas lagi untuk nginstall tiktok
"Konten-konten dengan bau-bau seksual juga gak hanya untuk creator manusia real, tapi juga sudah seperti template dalam dunia creator virtual seperti vtuber",konten dengan baubau seksual juga gak hanya untuk creator manusia real tapi juga sudah seperti template dalam dunia creator virtual seperti vtuber
Betul bang temen aku hobinya nonton konten kayak gitu😢😢😢,bang temen aku hobi nonton konten kayak gitu
"Akhirnyaa ada yang bikin konten kek begini, jujur bg tmn"" gw banyak yang kecanduan liat' konten erotis begitu, kadang gw mau bilang apa dampak yang bakal dia dptkan, tapi ya sudah lah",yang bikin konten kek begini jujur tmn banyak yang candu liat konten erotis begitu kadang mau bilang apa dampak yang bakal dia dptkan tapi sudah lah
"Bg sepertinya konten kali ini, riset 20%: emosi 80%, sangat mewakili keresahan kami yg anti tiktok 😅
Semangat trus bg",seperti konten kali ini riset emosi sangat wakil resah kami anti tiktok trus
